global_seed,Outcome Type,Outcome Name,Pre-processing script name,Model script name,Demog Comparison,Prop(Demog),TP,TN,FP,FN,Accuracy,Precision,Recall,F1,ROC AUC Score
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,62,77,61,50,0.556,0.6062992125984252,0.5579710144927537,0.5811320754716981,0.6087603519668737
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 24 3, 16 2, 10 4",70,63,80,37,0.532,0.63,0.4405594405594406,0.5185185185185186,0.6155806810012417
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 46 3, 39 2, 15 4",62,78,48,62,0.56,0.5571428571428572,0.6190476190476191,0.5864661654135339,0.6068868407578085
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 79 3, 49 2, 22 4",75,54,95,26,0.516,0.675,0.3624161073825503,0.4716157205240175,0.5876802445345206
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 107 3, 63 2, 30 4",65,83,52,50,0.592,0.6240601503759399,0.6148148148148148,0.6194029850746269,0.6005152979066023
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 127 3, 80 2, 43 4",63,86,41,60,0.596,0.589041095890411,0.6771653543307087,0.63003663003663,0.620510850777799
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 146 3, 102 2, 52 4",62,87,36,65,0.596,0.5723684210526315,0.7073170731707317,0.6327272727272726,0.6427885538697907
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 175 3, 117 2, 58 4",79,75,63,33,0.616,0.6944444444444444,0.5434782608695652,0.6097560975609756,0.6821946169772256
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 203 3, 127 2, 70 4",68,83,41,58,0.604,0.5886524822695035,0.6693548387096774,0.6264150943396226,0.6364567332309268
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 226 3, 140 2, 84 4",70,85,39,56,0.62,0.6028368794326241,0.6854838709677419,0.6415094339622641,0.6525217613927292
0,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 245 3, 158 2, 97 4",78,76,62,34,0.616,0.6909090909090909,0.5507246376811594,0.6129032258064516,0.676371635610766
