         10814361 function calls (10697337 primitive calls) in 46.022 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6530    0.019    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:523(_get_axis)
     3594    0.017    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:2000(dtype)
      756    0.010    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:5896(_raise_if_missing)
    17435    0.023    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:892(iget)
    10959    0.021    0.000    0.023    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/warnings.py:477(__exit__)
       35    0.006    0.000    0.023    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1366(_format_strings)
     1484    0.004    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/_config.py:196(config_context)
     7923    0.017    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/base.py:494(find)
    34669    0.023    0.000    0.023    0.000 {method 'copy' of 'dict' objects}
     1143    0.002    0.000    0.023    0.000 {method 'all' of 'numpy.ndarray' objects}
      269    0.001    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:895(_validate_tuple_indexer)
      362    0.023    0.000    0.023    0.000 {method 'get_labels_groupby' of 'pandas._libs.hashtable.Int64HashTable' objects}
     1761    0.023    0.000    0.023    0.000 {pandas._libs.algos.take_1d_int64_int64}
      265    0.002    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:479(get_adjustment)
    18788    0.023    0.000    0.023    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/_config/config.py:610(_get_deprecated_option)
      742    0.004    0.000    0.022    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:277(_num_features)
      407    0.005    0.000    0.022    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexers/utils.py:421(check_array_indexer)
       48    0.000    0.000    0.022    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:4133(_set_item)
      258    0.000    0.000    0.022    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1805(is_consolidated)
    74789    0.022    0.000    0.022    0.000 {method 'get' of 'dict' objects}
    14737    0.005    0.000    0.022    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:428(len)
      258    0.007    0.000    0.022    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1813(_consolidate_check)
      742    0.006    0.000    0.022    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:1987(_get_feature_names)
      396    0.002    0.000    0.021    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:2012(<listcomp>)
     2183    0.021    0.000    0.021    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:565(_ensure_array)
     7485    0.006    0.000    0.021    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/common.py:571(require_length_match)
    22046    0.016    0.000    0.021    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:73(<genexpr>)
      462    0.003    0.000    0.021    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:2008(<listcomp>)
    14960    0.011    0.000    0.020    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1006(<genexpr>)
     1143    0.001    0.000    0.020    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_methods.py:61(_all)
     9897    0.015    0.000    0.020    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/construction.py:683(_sanitize_str_dtypes)
        8    0.019    0.002    0.020    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/_config/config.py:142(_set_option)
     2183    0.003    0.000    0.020    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:583(_dtype_to_subclass)
    30233    0.013    0.000    0.020    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1322(is_1d_only_ea_dtype)
        2    0.001    0.001    0.020    0.010 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:368(_concatenate_chunks)
      762    0.001    0.000    0.020    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/api.py:299(<genexpr>)
      538    0.001    0.000    0.020    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:1478(_validate_key)
    49565    0.019    0.000    0.019    0.000 {built-in method builtins.hash}
      381    0.001    0.000    0.019    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:4240(_clear_item_cache)
    23894    0.014    0.000    0.019    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1240(<lambda>)
      746    0.006    0.000    0.019    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextlib.py:117(__exit__)
     1484    0.002    0.000    0.019    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_param_validation.py:496(is_satisfied_by)
    67390    0.019    0.000    0.019    0.000 {pandas._libs.algos.ensure_platform_int}
        4    0.000    0.000    0.019    0.005 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/_config/config.py:440(__enter__)
     8046    0.015    0.000    0.019    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/re.py:289(_compile)
      385    0.019    0.000    0.019    0.000 {method 'clear' of 'dict' objects}
    10959    0.019    0.000    0.019    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/warnings.py:437(__init__)
      742    0.009    0.000    0.019    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/joblib/parallel.py:142(_get_active_backend)
     5936    0.007    0.000    0.018    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/_config.py:32(get_config)
      541    0.001    0.000    0.018    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:352(notna)
    46872    0.018    0.000    0.018    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:359(flags)
      525    0.002    0.000    0.018    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1944(<listcomp>)
       12    0.000    0.000    0.018    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:1042(_get_join_info)
8000/7996    0.011    0.000    0.018    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      514    0.011    0.000    0.017    0.000 <__array_function__ internals>:177(argsort)
       23    0.000    0.000    0.017    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:521(_init_dict)
    33126    0.017    0.000    0.017    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:699(<genexpr>)
       12    0.000    0.000    0.017    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:1036(_get_join_indexers)
     2009    0.007    0.000    0.017    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/algorithms.py:1165(take)
       12    0.000    0.000    0.017    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:1619(get_join_indexers)
    32980    0.012    0.000    0.017    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:80(<genexpr>)
    36233    0.017    0.000    0.017    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:4937(_values)
       43    0.000    0.000    0.017    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:1095(_get_values)
     6278    0.012    0.000    0.017    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/copy.py:66(copy)
      212    0.001    0.000    0.017    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/common.py:261(index_labels_to_array)
     1484    0.011    0.000    0.017    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/_config.py:50(set_config)
      746    0.001    0.000    0.017    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextlib.py:108(__enter__)
        2    0.001    0.000    0.017    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/construction.py:97(arrays_to_mgr)
     1256    0.002    0.000    0.017    0.000 <__array_function__ internals>:177(atleast_2d)
       48    0.000    0.000    0.016    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:4108(_set_item_mgr)
     2736    0.010    0.000    0.016    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:7202(_unpack_nested_dtype)
      371    0.011    0.000    0.016    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:363(_get_tags)
     4685    0.014    0.000    0.016    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1938(just)
     7975    0.016    0.000    0.016    0.000 {method 'take' of 'numpy.ndarray' objects}
      975    0.002    0.000    0.016    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/astype.py:162(astype_array)
      371    0.002    0.000    0.016    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/uuid.py:778(uuid4)
        4    0.000    0.000    0.016    0.004 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/strings/accessor.py:2880(len)
      371    0.001    0.000    0.016    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/joblib/parallel.py:901(effective_n_jobs)
        5    0.001    0.000    0.016    0.003 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/multiprocessing/util.py:447(spawnv_passfds)
      265    0.001    0.000    0.016    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:425(__init__)
    21149    0.015    0.000    0.015    0.000 {method 'values' of 'dict' objects}
    28205    0.015    0.000    0.015    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_dtype.py:24(_kind_name)
     3339    0.008    0.000    0.015    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2477(__init__)
    11023    0.015    0.000    0.015    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:71(<setcomp>)
      256    0.013    0.000    0.015    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1819(<listcomp>)
     7874    0.015    0.000    0.015    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:180(is_bool)
       55    0.000    0.000    0.015    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:11493(sum)
        1    0.000    0.000    0.015    0.015 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/preprocess.py:82(process_tlfb_columns)
    31602    0.015    0.000    0.015    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:578(<genexpr>)
      184    0.004    0.000    0.015    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:1099(_get_value)
       55    0.000    0.000    0.015    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:11272(sum)
      363    0.001    0.000    0.014    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:350(_split_op_result)
       55    0.000    0.000    0.014    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:11240(_min_count_stat_function)
      371    0.001    0.000    0.014    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/joblib/parallel.py:129(get_active_backend)
        5    0.014    0.003    0.014    0.003 {built-in method _posixsubprocess.fork_exec}
      436    0.008    0.000    0.014    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
      513    0.003    0.000    0.014    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:905(_get_formatter)
       45    0.000    0.000    0.014    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:4101(_iset_item_mgr)
       51    0.000    0.000    0.014    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:2062(info)
        1    0.000    0.000    0.014    0.014 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/concurrent/futures/process.py:498(__init__)
    68246    0.014    0.000    0.014    0.000 {method 'append' of 'list' objects}
       51    0.000    0.000    0.014    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1424(info)
    11657    0.013    0.000    0.013    0.000 {pandas._libs.lib.dtypes_all_equal}
     9400    0.013    0.000    0.013    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/_config/config.py:578(_select_options)
    23637    0.013    0.000    0.013    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:338(attrs)
       51    0.000    0.000    0.013    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1553(_log)
        1    0.000    0.000    0.013    0.013 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/concurrent/futures/process.py:163(__init__)
        1    0.000    0.000    0.013    0.013 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/multiprocessing/queues.py:36(__init__)
       23    0.013    0.001    0.013    0.001 {method 'unique' of 'pandas._libs.hashtable.StringHashTable' objects}
      825    0.002    0.000    0.013    0.000 {method 'sum' of 'numpy.ndarray' objects}
     2968    0.004    0.000    0.013    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_array_api.py:289(get_namespace)
      499    0.002    0.000    0.013    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:1571(_validate_integer)
     1256    0.009    0.000    0.013    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/shape_base.py:81(atleast_2d)
        4    0.001    0.000    0.012    0.003 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/multiprocessing/context.py:65(Lock)
    38455    0.012    0.000    0.012    0.000 {pandas._libs.lib.is_integer}
     3016    0.002    0.000    0.012    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:783(__len__)
    14436    0.012    0.000    0.012    0.000 {built-in method numpy.geterrobj}
    11023    0.012    0.000    0.012    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:72(<setcomp>)
       58    0.000    0.000    0.012    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:5540(isna)
      371    0.007    0.000    0.012    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2760(__init__)
       58    0.000    0.000    0.012    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:7878(isna)
    14189    0.012    0.000    0.012    0.000 {built-in method builtins.min}
      7/4    0.000    0.000    0.012    0.003 <frozen importlib._bootstrap>:986(_find_and_load)
      269    0.001    0.000    0.012    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:912(_is_nested_tuple_indexer)
     1159    0.003    0.000    0.012    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:553(_array_equivalent_object)
     1484    0.011    0.000    0.012    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_param_validation.py:480(__contains__)
        4    0.011    0.003    0.012    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:723(_calc_max_cols_fitted)
        5    0.000    0.000    0.011    0.002 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/multiprocessing/synchronize.py:50(__init__)
       66    0.000    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1520(format_with_na_rep)
     2758    0.001    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:2660(_is_multi)
     6606    0.008    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:778(is_)
        2    0.000    0.000    0.011    0.006 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:5711(sample)
     2013    0.011    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:893(axes)
        4    0.000    0.000    0.011    0.003 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/multiprocessing/synchronize.py:161(__init__)
      7/4    0.000    0.000    0.011    0.003 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
      728    0.003    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:1929(empty)
      825    0.001    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_methods.py:47(_sum)
      371    0.002    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:1404(check_is_fitted)
     2968    0.006    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_array_api.py:70(_is_numpy_namespace)
      6/3    0.000    0.000    0.010    0.003 <frozen importlib._bootstrap>:650(_load_unlocked)
      160    0.000    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1618(_format_strings)
     1003    0.010    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:275(is_datetime64_dtype)
     6794    0.005    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:599(_info_axis)
      5/3    0.000    0.000    0.010    0.003 <frozen importlib._bootstrap_external>:777(exec_module)
     5946    0.009    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:277(<listcomp>)
      373    0.010    0.000    0.010    0.000 {built-in method posix.urandom}
      160    0.001    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1624(<listcomp>)
     1120    0.010    0.000    0.010    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
      371    0.002    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:176(<listcomp>)
    27827    0.010    0.000    0.010    0.000 {pandas._libs.lib.is_scalar}
      294    0.001    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:649(<listcomp>)
     2226    0.002    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1475(<genexpr>)
     2617    0.005    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:2609(check_dict_or_set_indexers)
        2    0.000    0.000    0.010    0.005 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:2119(create_block_manager_from_column_arrays)
     7420    0.004    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/_config.py:24(_get_threadlocal_config)
     3607    0.010    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:426(__init__)
       55    0.000    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/nanops.py:86(_f)
       16    0.001    0.000    0.010    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:255(_concat_managers_axis0)
    36211    0.009    0.000    0.009    0.000 {pandas._libs.lib.is_float}
        1    0.000    0.000    0.009    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/preprocess.py:127(calculate_behavioral_columns)
     9646    0.009    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2527(name)
     6543    0.009    0.000    0.009    0.000 {method 'add_index_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
      221    0.003    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:266(_isna_array)
        8    0.000    0.000    0.009    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:917(_get_formatted_column_labels)
       24    0.003    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:2312(_factorize_keys)
     1024    0.001    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/nanops.py:220(_maybe_get_mask)
      372    0.002    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/queue.py:33(__init__)
       45    0.003    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1138(iset)
     1415    0.007    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1622(<lambda>)
      549    0.001    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:646(copy_func)
  742/371    0.005    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/joblib/parallel.py:1329(_initialize_backend)
      280    0.000    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/nanops.py:1500(_maybe_null_out)
       66    0.001    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1523(<listcomp>)
      350    0.003    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1389(_format)
        6    0.000    0.000    0.008    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/ops/common.py:67(new_method)
      926    0.002    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:760(_view)
       51    0.000    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1579(handle)
        4    0.000    0.000    0.008    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/strings/object_array.py:295(_str_len)
        4    0.000    0.000    0.008    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/strings/object_array.py:44(_str_map)
      371    0.001    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:1366(_is_fitted)
      225    0.001    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/nanops.py:1548(check_below_min_count)
        4    0.000    0.000    0.008    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:801(_truncate_horizontally)
       51    0.000    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1633(callHandlers)
        5    0.000    0.000    0.008    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:6086(_cmp_method)
     3016    0.003    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/base.py:46(__len__)
      371    0.001    0.000    0.008    0.000 <__array_function__ internals>:177(any)
       51    0.000    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:937(handle)
