         4453395 function calls (4438701 primitive calls) in 5.140 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.001    0.000    0.046    0.006 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/format.py:845(_get_strcols_without_index)
        4    0.001    0.000    0.044    0.011 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/string.py:164(<listcomp>)
    64162    0.032    0.000    0.044    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/numpy/core/shape_base.py:23(atleast_1d)
    32227    0.008    0.000    0.043    0.000 {method 'all' of 'numpy.ndarray' objects}
       42    0.000    0.000    0.042    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/reshape/concat.py:565(get_result)
       42    0.001    0.000    0.041    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/internals/concat.py:176(concatenate_managers)
     4960    0.003    0.000    0.040    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/array_algos/take.py:58(take_nd)
310907/309324    0.025    0.000    0.039    0.000 {built-in method builtins.isinstance}
      235    0.001    0.000    0.038    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/format.py:892(format_col)
       83    0.000    0.000    0.038    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/generic.py:3911(_take)
      197    0.000    0.000    0.038    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/series.py:4988(drop)
       83    0.000    0.000    0.037    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/internals/managers.py:929(take)
      580    0.002    0.000    0.036    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/indexes/base.py:3716(get_indexer)
       79    0.001    0.000    0.036    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/internals/managers.py:747(<listcomp>)
      340    0.000    0.000    0.036    0.000 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:2089(info)
      276    0.000    0.000    0.036    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/series.py:4520(apply)
      340    0.000    0.000    0.035    0.000 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1436(info)
    32304    0.006    0.000    0.035    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/numpy/core/_methods.py:61(_all)
      340    0.000    0.000    0.035    0.000 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1565(_log)
      276    0.000    0.000    0.035    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/apply.py:1010(apply)
    32059    0.035    0.000    0.035    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/linear_model/_linear_loss.py:170(l2_penalty)
     4960    0.008    0.000    0.034    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/array_algos/take.py:120(_take_nd_ndarray)
      276    0.002    0.000    0.034    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/apply.py:1061(apply_standard)
       11    0.000    0.000    0.032    0.003 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/pipeline.py:354(_fit)
       11    0.000    0.000    0.031    0.003 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/joblib/memory.py:352(__call__)
       11    0.000    0.000    0.031    0.003 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/pipeline.py:947(_fit_transform_one)
    64129    0.010    0.000    0.031    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/numpy/lib/function_base.py:871(copy)
    22/11    0.000    0.000    0.031    0.003 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/utils/_set_output.py:155(wrapped)
       11    0.000    0.000    0.031    0.003 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/base.py:888(fit_transform)
       49    0.000    0.000    0.031    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/frame.py:5110(drop)
      340    0.000    0.000    0.030    0.000 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1591(handle)
      340    0.000    0.000    0.030    0.000 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1645(callHandlers)
       56    0.000    0.000    0.029    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/generic.py:3832(take)
      680    0.001    0.000    0.029    0.000 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:939(handle)
       22    0.000    0.000    0.029    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/model_selection/_split.py:2532(train_test_split)
      269    0.004    0.000    0.029    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/internals/managers.py:768(_slice_take_blocks_ax0)
      680    0.001    0.000    0.028    0.000 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1071(emit)
    65265    0.027    0.000    0.027    0.000 {built-in method numpy.array}
      247    0.001    0.000    0.026    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/format.py:1251(format_array)
       66    0.000    0.000    0.025    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/model_selection/_split.py:2673(<genexpr>)
       88    0.000    0.000    0.025    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/utils/__init__.py:284(_safe_indexing)
       88    0.000    0.000    0.025    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/utils/__init__.py:187(_pandas_indexing)
      246    0.001    0.000    0.025    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/indexes/base.py:6666(drop)
44051/43974    0.005    0.000    0.025    0.000 {built-in method builtins.hasattr}
       11    0.000    0.000    0.024    0.002 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/env/src/train_model.py:17(__init__)
      361    0.000    0.000    0.024    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/generic.py:6130(dtypes)
       22    0.000    0.000    0.024    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/metrics/_classification.py:1533(precision_recall_fscore_support)
        1    0.000    0.000    0.023    0.023 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/env/src/merge_demodf.py:3(merge_demographic_data)
      418    0.002    0.000    0.022    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/utils/multiclass.py:223(type_of_target)
      247    0.000    0.000    0.022    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/format.py:1362(get_result)
      287    0.001    0.000    0.022    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/frame.py:3713(__getitem__)
      110    0.000    0.000    0.021    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/metrics/_classification.py:57(_check_targets)
      288    0.000    0.000    0.021    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/indexes/base.py:5839(get_indexer_for)
      500    0.001    0.000    0.020    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/internals/concat.py:572(_concatenate_join_units)
       12    0.000    0.000    0.019    0.002 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/reshape/merge.py:131(merge)
       22    0.000    0.000    0.019    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/utils/validation.py:1020(check_X_y)
        1    0.000    0.000    0.018    0.018 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/env/src/preprocess.py:56(convert_yes_no_to_binary)
     5415    0.002    0.000    0.017    0.000 {built-in method builtins.any}
       66    0.000    0.000    0.017    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/linear_model/_base.py:410(decision_function)
      340    0.000    0.000    0.017    0.000 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1178(emit)
     1496    0.004    0.000    0.016    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/construction.py:494(sanitize_array)
       11    0.000    0.000    0.016    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/preprocessing/_data.py:814(fit)
       55    0.000    0.000    0.016    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/base.py:680(score)
       11    0.000    0.000    0.015    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/preprocessing/_data.py:841(partial_fit)
       22    0.000    0.000    0.015    0.001 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:989(handleError)
       11    0.001    0.000    0.015    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/preprocessing/_data.py:988(transform)
142710/142341    0.010    0.000    0.014    0.000 {built-in method numpy.asarray}
       62    0.000    0.000    0.013    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/format.py:1613(_format_strings)
       62    0.000    0.000    0.013    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/format.py:1514(get_result_as_array)
      620    0.000    0.000    0.013    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/accessor.py:220(__get__)
      287    0.001    0.000    0.013    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/indexing.py:1089(__getitem__)
       22    0.000    0.000    0.013    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/metrics/_classification.py:395(multilabel_confusion_matrix)
    65604    0.013    0.000    0.013    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
       11    0.000    0.000    0.013    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/linear_model/_logistic.py:1348(predict_proba)
       11    0.000    0.000    0.013    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/linear_model/_base.py:459(_predict_proba_lr)
      616    0.000    0.000    0.013    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/arrays/sparse/accessor.py:29(__init__)
       11    0.000    0.000    0.013    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/metrics/_classification.py:1973(precision_score)
    32059    0.012    0.000    0.012    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/linear_model/_linear_loss.py:99(weight_intercept)
      336    0.001    0.000    0.012    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/series.py:4632(_reduce)
     4960    0.004    0.000    0.012    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/array_algos/take.py:564(_take_preprocess_indexer_and_fill_value)
8830/8796    0.003    0.000    0.012    0.000 {built-in method builtins.all}
      176    0.000    0.000    0.012    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/arrays/sparse/accessor.py:231(_validate)
    33290    0.012    0.000    0.012    0.000 {method 'copy' of 'numpy.ndarray' objects}
      277    0.001    0.000    0.012    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/generic.py:6161(astype)
       62    0.000    0.000    0.012    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/format.py:1539(format_values_with)
     3411    0.002    0.000    0.012    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:625(na_value_for_dtype)
145375/135242    0.010    0.000    0.012    0.000 {built-in method builtins.len}
    32840    0.011    0.000    0.011    0.000 {method 'astype' of 'numpy.ndarray' objects}
     2855    0.001    0.000    0.011    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/internals/blocks.py:192(fill_value)
       12    0.000    0.000    0.011    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/reshape/merge.py:805(get_result)
       11    0.000    0.000    0.011    0.001 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/metrics/_classification.py:2144(recall_score)
    29828    0.005    0.000    0.011    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
       55    0.000    0.000    0.010    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/metrics/_classification.py:144(accuracy_score)
        1    0.000    0.000    0.010    0.010 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/env/src/preprocess.py:220(transform_nan_to_zero_for_binary_columns)
    85297    0.010    0.000    0.010    0.000 {method 'startswith' of 'bytes' objects}
      405    0.002    0.000    0.010    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/indexes/base.py:469(__new__)
      255    0.000    0.000    0.010    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/indexing.py:1593(_getitem_tuple)
     2528    0.001    0.000    0.010    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/core/indexes/base.py:7072(ensure_index)
     2218    0.003    0.000    0.010    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/sklearn/utils/validation.py:600(_pandas_dtype_needs_early_conversion)
       62    0.000    0.000    0.010    0.000 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/formats/format.py:1986(_trim_zeros_float)
        1    0.000    0.000    0.010    0.010 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/env/src/data_loading.py:4(load_datasets)
        2    0.000    0.000    0.010    0.005 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/parsers/readers.py:814(read_csv)
        2    0.000    0.000    0.010    0.005 /Users/ganeshjai/Desktop/Relapse_Pipeline copy/.venv/lib/python3.9/site-packages/pandas/io/parsers/readers.py:540(_read)
