         4573938 function calls (4557000 primitive calls) in 22.547 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    32013    0.033    0.000    1.299    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:254(_update_grad)
    32002    0.192    0.000    1.266    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:166(update_grad)
      343    0.025    0.000    1.214    0.004 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:87(print_exception)
    32002    0.143    0.000    1.073    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:162(grad_wrapped)
   167050    0.924    0.000    0.924    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        4    0.000    0.000    0.903    0.226 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:1084(__repr__)
        4    0.001    0.000    0.896    0.224 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:1190(to_string)
       11    0.005    0.000    0.873    0.079 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/train_model.py:113(evaluate)
        4    0.000    0.000    0.849    0.212 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1111(to_string)
        4    0.000    0.000    0.848    0.212 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:29(to_string)
        4    0.000    0.000    0.848    0.212 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:41(_get_string_representation)
    64197    0.072    0.000    0.812    0.000 <__array_function__ internals>:177(all)
  264/187    0.004    0.000    0.705    0.004 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_param_validation.py:183(wrapper)
    64197    0.123    0.000    0.659    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2432(all)
        3    0.000    0.000    0.623    0.208 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/preprocess.py:14(drop_columns_and_return)
        1    0.001    0.001    0.622    0.622 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/demographic_handling.py:6(create_and_merge_demographic_subsets)
    32002    0.047    0.000    0.595    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_optimize.py:79(derivative)
    65493    0.198    0.000    0.566    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
    64131    0.076    0.000    0.546    0.000 {method 'sum' of 'numpy.ndarray' objects}
        4    0.003    0.001    0.523    0.131 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:154(_fit_strcols_to_terminal_width)
      343    0.023    0.000    0.480    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:181(print_stack)
     1463    0.071    0.000    0.478    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:644(check_array)
    64131    0.044    0.000    0.469    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_methods.py:47(_sum)
    32032    0.036    0.000    0.460    0.000 <__array_function__ internals>:177(array_equal)
      323    0.005    0.000    0.429    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:683(reindex_indexer)
    32032    0.173    0.000    0.387    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/numeric.py:2407(array_equal)
       42    0.000    0.000    0.384    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/concat.py:149(concat)
      229    0.002    0.000    0.380    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:4518(drop)
      229    0.005    0.000    0.376    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:4557(_drop_axis)
        8    0.000    0.000    0.365    0.046 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:35(_get_strcols)
       42    0.002    0.000    0.363    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/concat.py:565(get_result)
        8    0.000    0.000    0.361    0.045 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:611(get_strcols)
        8    0.004    0.000    0.358    0.045 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:845(_get_strcols_without_index)
        1    0.002    0.002    0.355    0.355 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/create_demodf_knn.py:4(create_demographic_dfs)
       42    0.008    0.000    0.350    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:176(concatenate_managers)
      343    0.011    0.000    0.340    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:19(print_list)
    64048    0.067    0.000    0.337    0.000 <__array_function__ internals>:177(atleast_1d)
     4270    0.027    0.000    0.335    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:926(take_nd)
      110    0.007    0.000    0.330    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:509(_validate_data)
      251    0.005    0.000    0.304    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:892(format_col)
       22    0.001    0.000    0.292    0.013 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1533(precision_recall_fscore_support)
    96120    0.110    0.000    0.283    0.000 <__array_function__ internals>:177(empty_like)
    31991    0.065    0.000    0.280    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:240(update_x)
    64015    0.070    0.000    0.274    0.000 <__array_function__ internals>:177(copy)
      276    0.001    0.000    0.271    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:4520(apply)
     4954    0.022    0.000    0.271    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:58(take_nd)
      276    0.001    0.000    0.268    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/apply.py:1010(apply)
      276    0.026    0.000    0.265    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/apply.py:1061(apply_standard)
2133/2108    0.032    0.000    0.255    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:368(__init__)
        4    0.004    0.001    0.254    0.063 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:164(<listcomp>)
     1030    0.252    0.000    0.252    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       11    0.000    0.000    0.247    0.022 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/train_model.py:89(find_best_threshold)
        1    0.001    0.001    0.247    0.247 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/merge_demodf.py:3(merge_demographic_data)
       83    0.001    0.000    0.244    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:3911(_take)
       79    0.009    0.000    0.242    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:747(<listcomp>)
       83    0.001    0.000    0.239    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:929(take)
313033/311531    0.142    0.000    0.230    0.000 {built-in method builtins.isinstance}
     1029    0.054    0.000    0.223    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:321(extract)
     4954    0.045    0.000    0.221    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:120(_take_nd_ndarray)
       12    0.000    0.000    0.220    0.018 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:131(merge)
6174/4459    0.132    0.000    0.219    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:591(format)
       22    0.002    0.000    0.212    0.010 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:395(multilabel_confusion_matrix)
      418    0.022    0.000    0.206    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/multiclass.py:223(type_of_target)
42777/42700    0.090    0.000    0.203    0.000 {built-in method builtins.hasattr}
       11    0.000    0.000    0.202    0.018 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/train_model.py:44(__init__)
       11    0.001    0.000    0.202    0.018 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/train_model.py:21(__init__)
       49    0.000    0.000    0.201    0.004 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:5110(drop)
    64048    0.143    0.000    0.201    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/shape_base.py:23(atleast_1d)
       11    0.000    0.000    0.200    0.018 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/pipeline.py:354(_fit)
       11    0.000    0.000    0.198    0.018 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/joblib/memory.py:352(__call__)
       11    0.000    0.000    0.198    0.018 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/pipeline.py:947(_fit_transform_one)
    22/11    0.000    0.000    0.198    0.018 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_set_output.py:155(wrapped)
       11    0.000    0.000    0.198    0.018 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:888(fit_transform)
    32173    0.035    0.000    0.197    0.000 {method 'all' of 'numpy.ndarray' objects}
       56    0.000    0.000    0.196    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:3832(take)
      546    0.008    0.000    0.193    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:3716(get_indexer)
      263    0.004    0.000    0.192    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1251(format_array)
    32002    0.191    0.000    0.191    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_linear_loss.py:170(l2_penalty)
       11    0.000    0.000    0.189    0.017 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:2144(recall_score)
       22    0.001    0.000    0.185    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/model_selection/_split.py:2532(train_test_split)
      180    0.001    0.000    0.181    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:4988(drop)
      252    0.018    0.000    0.179    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:768(_slice_take_blocks_ax0)
      110    0.002    0.000    0.178    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:57(_check_targets)
      263    0.002    0.000    0.172    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1362(get_result)
       66    0.000    0.000    0.165    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/model_selection/_split.py:2673(<genexpr>)
       66    0.002    0.000    0.165    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_base.py:410(decision_function)
       88    0.000    0.000    0.165    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/__init__.py:284(_safe_indexing)
       88    0.001    0.000    0.163    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/__init__.py:187(_pandas_indexing)
       12    0.001    0.000    0.163    0.014 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:805(get_result)
    32250    0.022    0.000    0.163    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_methods.py:61(_all)
      297    0.006    0.000    0.160    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:3713(__getitem__)
       12    0.002    0.000    0.149    0.012 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:749(_reindex_and_concat)
  686/343    0.016    0.000    0.145    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:468(__init__)
       11    0.000    0.000    0.144    0.013 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_logistic.py:1348(predict_proba)
       11    0.001    0.000    0.144    0.013 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_base.py:459(_predict_proba_lr)
      501    0.005    0.000    0.133    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:572(_concatenate_join_units)
    65155    0.132    0.000    0.132    0.000 {built-in method numpy.array}
    64015    0.037    0.000    0.132    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/lib/function_base.py:871(copy)
      361    0.003    0.000    0.131    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:6130(dtypes)
      229    0.005    0.000    0.129    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:6666(drop)
      343    0.003    0.000    0.118    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:200(extract_stack)
      303    0.002    0.000    0.114    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:1089(__getitem__)
        1    0.000    0.000    0.112    0.112 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/data_loading.py:4(load_datasets)
      407    0.003    0.000    0.111    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:1192(column_or_1d)
      277    0.016    0.000    0.111    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:6161(astype)
     4954    0.048    0.000    0.108    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:564(_take_preprocess_indexer_and_fill_value)
      418    0.006    0.000    0.108    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/multiclass.py:124(is_multilabel)
142364/141995    0.079    0.000    0.108    0.000 {built-in method numpy.asarray}
        1    0.001    0.001    0.108    0.108 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/preprocess.py:290(transform_data_with_nan_handling)
       66    0.001    0.000    0.107    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/preprocessing/_label.py:118(transform)
        2    0.000    0.000    0.105    0.052 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/parsers/readers.py:814(read_csv)
        2    0.000    0.000    0.104    0.052 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/parsers/readers.py:540(_read)
       11    0.000    0.000    0.104    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1973(precision_score)
       11    0.000    0.000    0.103    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/preprocessing/_data.py:814(fit)
       16    0.001    0.000    0.103    0.006 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:255(_concat_managers_axis0)
       66    0.000    0.000    0.102    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1613(_format_strings)
       66    0.004    0.000    0.102    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1514(get_result_as_array)
      898    0.098    0.000    0.101    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:534(copy)
     1479    0.025    0.000    0.100    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/construction.py:494(sanitize_array)
      271    0.002    0.000    0.097    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:1593(_getitem_tuple)
      271    0.001    0.000    0.097    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:5839(get_indexer_for)
       11    0.001    0.000    0.094    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/preprocessing/_data.py:988(transform)
     3406    0.026    0.000    0.094    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:625(na_value_for_dtype)
     5485    0.013    0.000    0.094    0.000 {built-in method builtins.any}
     1861    0.013    0.000    0.092    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/linecache.py:53(checkcache)
       55    0.017    0.000    0.092    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:680(score)
       11    0.000    0.000    0.091    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/preprocessing/_data.py:841(partial_fit)
     1029    0.048    0.000    0.086    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:388(format)
       66    0.001    0.000    0.085    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1539(format_values_with)
      132    0.009    0.000    0.083    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:3091(signature)
     3088    0.068    0.000    0.083    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/posixpath.py:150(dirname)
     2850    0.005    0.000    0.082    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:192(fill_value)
     1863    0.080    0.000    0.080    0.000 {built-in method posix.stat}
      277    0.001    0.000    0.077    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:442(astype)
      620    0.001    0.000    0.077    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/accessor.py:220(__get__)
       66    0.076    0.001    0.076    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/extmath.py:159(safe_sparse_dot)
       22    0.000    0.000    0.075    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:1020(check_X_y)
    29228    0.021    0.000    0.075    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
      616    0.001    0.000    0.075    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/arrays/sparse/accessor.py:29(__init__)
      402    0.005    0.000    0.075    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:306(apply)
     2494    0.003    0.000    0.074    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:7072(ensure_index)
      132    0.000    0.000    0.074    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2839(from_callable)
