         4572717 function calls (4555856 primitive calls) in 31.548 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      332    0.011    0.000    0.011    0.000 {built-in method time.localtime}
       55    0.000    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:11493(sum)
       66    0.001    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1520(format_with_na_rep)
       55    0.000    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:11272(sum)
      104    0.001    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:620(copy)
       41    0.003    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1281(_iset_split_block)
       11    0.000    0.000    0.011    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/base.py:928(value_counts)
        6    0.000    0.000    0.011    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1823(_consolidate_inplace)
       11    0.001    0.000    0.011    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/algorithms.py:800(value_counts)
       55    0.001    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:11240(_min_count_stat_function)
       87    0.001    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/shape_base.py:223(vstack)
      718    0.011    0.000    0.011    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
     1435    0.010    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1622(<lambda>)
     1363    0.011    0.000    0.011    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
       58    0.000    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:5540(isna)
       35    0.001    0.000    0.011    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1366(_format_strings)
       58    0.000    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:7878(isna)
      414    0.002    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1171(maybe_infer_to_datetimelike)
        4    0.000    0.000    0.010    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:2262(_consolidate)
     5687    0.008    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_array_api.py:227(__getattr__)
     2910    0.007    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/_config/config.py:596(_get_root)
      281    0.001    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:123(maybe_convert_platform)
     3057    0.004    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1435(_is_dtype)
       31    0.000    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:5559(head)
      664    0.001    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:635(formatMessage)
     3327    0.009    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/warnings.py:458(__enter__)
      278    0.002    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:425(__init__)
    32032    0.010    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/numeric.py:2403(_array_equal_dispatcher)
       55    0.000    0.000    0.010    0.000 <__array_function__ internals>:177(diff)
      534    0.010    0.000    0.010    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       66    0.001    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/nanops.py:86(_f)
     2189    0.006    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_array_api.py:70(_is_numpy_namespace)
     4433    0.004    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/_config.py:24(_get_threadlocal_config)
     4847    0.007    0.000    0.010    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1077(needs_i8_conversion)
      946    0.004    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2477(__init__)
     4320    0.009    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:243(__init__)
       42    0.000    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/concat.py:648(_get_concat_axis)
      840    0.009    0.000    0.009    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
       55    0.000    0.000    0.009    0.000 <__array_function__ internals>:177(isclose)
      455    0.006    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:1084(iget)
       12    0.000    0.000    0.009    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:1042(_get_join_info)
     7984    0.009    0.000    0.009    0.000 {method 'match' of 're.Pattern' objects}
  675/343    0.003    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:531(_load_lines)
     2798    0.003    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:718(_values)
       42    0.000    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/concat.py:708(_concat_indexes)
      529    0.002    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1944(<listcomp>)
     1460    0.003    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1127(is_numeric_dtype)
       42    0.000    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:5230(append)
      164    0.003    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:1070(take)
       55    0.002    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/numeric.py:2278(isclose)
     2200    0.008    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:132(geterr)
       10    0.003    0.000    0.009    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:2279(_merge_blocks)
       12    0.000    0.000    0.009    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:1036(_get_join_indexers)
       75    0.001    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:4136(_slice)
       66    0.001    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/extmath.py:1158(_nanaverage)
        1    0.001    0.001    0.009    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/model_training.py:63(save_predictions_to_csv)
    27676    0.009    0.000    0.009    0.000 {built-in method builtins.issubclass}
       12    0.000    0.000    0.009    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:1619(get_join_indexers)
     1471    0.003    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:7167(maybe_extract_name)
      783    0.001    0.000    0.009    0.000 <__array_function__ internals>:177(result_type)
      664    0.004    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:434(format)
        1    0.000    0.000    0.009    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/preprocess.py:82(process_tlfb_columns)
    15877    0.007    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:428(len)
     1670    0.004    0.000    0.009    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:460(is_na)
      517    0.002    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:905(_get_formatter)
      541    0.001    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:352(notna)
      260    0.000    0.000    0.008    0.000 <__array_function__ internals>:177(prod)
     1461    0.008    0.000    0.008    0.000 {built-in method builtins.min}
      280    0.000    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/nanops.py:1500(_maybe_null_out)
     2299    0.006    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_array_api.py:247(asarray)
      974    0.005    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:640(_simple_new)
     3327    0.008    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/warnings.py:437(__init__)
      225    0.001    0.000    0.008    0.000 <__array_function__ internals>:177(delete)
        8    0.000    0.000    0.008    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:917(_get_formatted_column_labels)
     4676    0.006    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:152(<lambda>)
       39    0.000    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:5260(_concat)
      337    0.001    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/numeric.py:150(ones)
       44    0.000    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/model_selection/_split.py:1715(split)
     1120    0.002    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:223(set_axis)
      209    0.001    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:5212(_can_hold_identifiers_and_holds_name)
     5302    0.005    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:875(__len__)
      225    0.001    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/nanops.py:1548(check_below_min_count)
     3329    0.008    0.000    0.008    0.000 {method 'remove' of 'list' objects}
      664    0.003    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:629(usesTime)
     1227    0.007    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:523(_get_axis)
     1075    0.003    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/printing.py:164(pprint_thing)
      180    0.001    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:1099(_get_value)
     5696    0.004    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1650(<genexpr>)
       41    0.003    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1505(delete)
       83    0.002    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexers/utils.py:241(maybe_convert_indices)
       11    0.002    0.000    0.008    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/extmath.py:970(_incremental_mean_and_var)
     1197    0.008    0.000    0.008    0.000 {method 'writerow' of '_csv.writer' objects}
     4954    0.008    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:325(_get_take_nd_function)
      290    0.006    0.000    0.008    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/base.py:767(__iter__)
      570    0.001    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:422(is_interval_dtype)
     1350    0.007    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:153(_some_str)
      260    0.001    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2955(prod)
      593    0.001    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:2636(inferred_type)
       23    0.000    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:521(_init_dict)
      566    0.001    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:6101(_is_comparable_dtype)
      758    0.003    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
        2    0.000    0.000    0.007    0.004 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:2119(create_block_manager_from_column_arrays)
      620    0.006    0.000    0.007    0.000 {pandas._libs.lib.infer_dtype}
     5407    0.006    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:328(is_hashable)
      281    0.004    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:820(_engine)
       46    0.000    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:11311(any)
      684    0.002    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1388(np_find_common_type)
      437    0.001    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:3625(get_loc)
       22    0.000    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/pipeline.py:184(get_params)
        4    0.000    0.000    0.007    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:801(_truncate_horizontally)
     3327    0.006    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/warnings.py:477(__exit__)
       22    0.000    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/metaestimators.py:28(_get_params)
      258    0.000    0.000    0.007    0.000 <__array_function__ internals>:177(amax)
       66    0.000    0.000    0.007    0.000 <__array_function__ internals>:177(nanmean)
     4321    0.005    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/linecache.py:37(getlines)
      343    0.005    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:369(from_list)
       46    0.000    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:11010(any)
       46    0.001    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:10967(_logical_func)
     1263    0.001    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:431(justify)
     4725    0.003    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1938(just)
       66    0.001    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:952(nanmean)
      776    0.006    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1389(is_ea_or_datetimelike_dtype)
       16    0.000    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:3292(intersection)
       43    0.000    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:1095(_get_values)
       22    0.000    0.000    0.007    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:1169(_check_y)
      232    0.002    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:266(_isna_array)
     1120    0.003    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/base.py:58(_validate_set_axis)
       24    0.002    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:2312(_factorize_keys)
     2798    0.006    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:2011(internal_values)
     5769    0.006    0.000    0.006    0.000 {method 'copy' of 'dict' objects}
      570    0.002    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1241(is_dtype)
       12    0.000    0.000    0.006    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:2580(_items_overlap_with_suffix)
       22    0.000    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/multiclass.py:196(check_classification_targets)
      714    0.002    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/base.py:54(shape)
      343    0.001    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:156(<lambda>)
      374    0.001    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/_config.py:196(config_context)
      258    0.001    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2703(amax)
      792    0.001    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_array_api.py:82(<genexpr>)
       49    0.000    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:4847(_sanitize_column)
     6917    0.004    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:144(<lambda>)
      546    0.002    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:6013(_maybe_promote)
      225    0.005    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/lib/function_base.py:5054(delete)
     4117    0.006    0.000    0.006    0.000 {method 'rfind' of 'str' objects}
       44    0.000    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/model_selection/_split.py:1881(_iter_indices)
       11    0.000    0.000    0.006    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/pipeline.py:225(_validate_steps)
       43    0.000    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:665(_with_infer)
       11    0.000    0.000    0.006    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/metaestimators.py:80(_validate_names)
     2486    0.005    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:886(<genexpr>)
     1263    0.001    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/printing.py:62(justify)
      279    0.001    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextlib.py:117(__exit__)
       82    0.000    0.000    0.006    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/algorithms.py:251(_get_hashtable_algo)
      350    0.002    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1389(_format)
       66    0.002    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_base.py:136(make_dataset)
      344    0.005    0.000    0.005    0.000 {built-in method sys._getframe}
     1111    0.001    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:167(blknos)
       75    0.002    0.000    0.005    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
      373    0.001    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/construction.py:714(_try_cast)
       66    0.001    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1523(<listcomp>)
      362    0.005    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:277(<listcomp>)
     2200    0.005    0.000    0.005    0.000 {built-in method numpy.seterrobj}
     8641    0.005    0.000    0.005    0.000 {method 'strip' of 'str' objects}
       20    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:5134(fillna)
      228    0.001    0.000    0.005    0.000 <__array_function__ internals>:177(amin)
      556    0.001    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:783(__len__)
       20    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:6735(fillna)
       20    0.001    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:942(_getitem_tuple_same_dim)
      664    0.005    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:431(_format)
       11    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:2204(_check_pos_label_consistency)
       23    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:434(adjoin)
        2    0.000    0.000    0.005    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1362(__init__)
       42    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/concat.py:638(_get_comb_axis)
      343    0.002    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/posixpath.py:117(splitext)
      165    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(any)
       23    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:1321(format)
      110    0.001    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:420(_check_feature_names)
        2    0.000    0.000    0.005    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1629(_make_engine)
     5812    0.005    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/_config/__init__.py:33(using_copy_on_write)
       23    0.001    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/printing.py:27(adjoin)
      664    0.003    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:423(usesTime)
       55    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/nanops.py:472(newfunc)
     1338    0.003    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2401(check_ndim)
      343    0.003    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/posixpath.py:140(basename)
      279    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:982(__init__)
       20    0.000    0.000    0.005    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:1343(_format_with_header)
