         4447983 function calls (4433424 primitive calls) in 41.520 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       55    0.010    0.000    8.255    0.150 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_logistic.py:574(_log_reg_scoring_path)
    32002    2.235    0.000    2.414    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/_loss/loss.py:200(loss_gradient)
329037/327191    0.455    0.000    2.114    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    32013    0.036    0.000    1.237    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:254(_update_grad)
    32002    0.035    0.000    1.201    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:166(update_grad)
    32002    0.139    0.000    1.166    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:162(grad_wrapped)
   167050    1.083    0.000    1.083    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.969    0.969 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/data_preprocessing.py:4(preprocess_merged_data)
        1    0.001    0.001    0.968    0.968 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/preprocess_pipeline.py:6(preprocess_data)
    64197    0.102    0.000    0.915    0.000 <__array_function__ internals>:177(all)
      297    0.110    0.000    0.778    0.003 {built-in method builtins.print}
    64131    0.211    0.000    0.772    0.000 {method 'sum' of 'numpy.ndarray' objects}
    64197    0.126    0.000    0.729    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2432(all)
        4    0.000    0.000    0.669    0.167 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:1084(__repr__)
        4    0.000    0.000    0.668    0.167 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:1190(to_string)
    32002    0.050    0.000    0.666    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_optimize.py:79(derivative)
  264/187    0.004    0.000    0.662    0.004 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_param_validation.py:183(wrapper)
        1    0.001    0.001    0.662    0.662 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/demographic_handling.py:6(create_and_merge_demographic_subsets)
        4    0.000    0.000    0.647    0.162 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1111(to_string)
        4    0.003    0.001    0.646    0.162 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:29(to_string)
        4    0.000    0.000    0.644    0.161 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:41(_get_string_representation)
    65493    0.193    0.000    0.638    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
     1463    0.117    0.000    0.623    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:644(check_array)
        3    0.000    0.000    0.578    0.193 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/preprocess.py:14(drop_columns_and_return)
    64131    0.043    0.000    0.562    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_methods.py:47(_sum)
      340    0.002    0.000    0.538    0.002 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:2062(info)
      340    0.010    0.000    0.536    0.002 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1424(info)
      340    0.001    0.000    0.525    0.002 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1553(_log)
       11    0.001    0.000    0.518    0.047 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/train_model.py:109(evaluate)
    32032    0.046    0.000    0.501    0.000 <__array_function__ internals>:177(array_equal)
      340    0.001    0.000    0.477    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1579(handle)
      340    0.004    0.000    0.476    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1633(callHandlers)
      680    0.002    0.000    0.473    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:937(handle)
       42    0.000    0.000    0.457    0.011 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/concat.py:149(concat)
      680    0.009    0.000    0.456    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1069(emit)
      110    0.001    0.000    0.441    0.004 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:509(_validate_data)
       42    0.002    0.000    0.439    0.010 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/concat.py:565(get_result)
       42    0.006    0.000    0.434    0.010 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:176(concatenate_managers)
      323    0.004    0.000    0.422    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:683(reindex_indexer)
        4    0.003    0.001    0.420    0.105 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:154(_fit_strcols_to_terminal_width)
    32032    0.185    0.000    0.410    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/numeric.py:2407(array_equal)
        1    0.001    0.001    0.378    0.378 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/merge_demodf.py:3(merge_demographic_data)
    96120    0.147    0.000    0.364    0.000 <__array_function__ internals>:177(empty_like)
       12    0.000    0.000    0.359    0.030 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:131(merge)
    64048    0.070    0.000    0.345    0.000 <__array_function__ internals>:177(atleast_1d)
      229    0.002    0.000    0.339    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:4518(drop)
      229    0.005    0.000    0.332    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:4557(_drop_axis)
     4270    0.019    0.000    0.323    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:926(take_nd)
    64015    0.083    0.000    0.318    0.000 <__array_function__ internals>:177(copy)
       12    0.000    0.000    0.309    0.026 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:805(get_result)
310397/308895    0.224    0.000    0.299    0.000 {built-in method builtins.isinstance}
       12    0.001    0.000    0.297    0.025 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/reshape/merge.py:749(_reindex_and_concat)
    31991    0.071    0.000    0.288    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:240(update_x)
     4954    0.017    0.000    0.287    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:58(take_nd)
       11    0.000    0.000    0.285    0.026 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/pipeline.py:354(_fit)
       11    0.000    0.000    0.283    0.026 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/joblib/memory.py:352(__call__)
       11    0.000    0.000    0.283    0.026 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/pipeline.py:947(_fit_transform_one)
    22/11    0.000    0.000    0.282    0.026 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_set_output.py:155(wrapped)
       11    0.000    0.000    0.282    0.026 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:888(fit_transform)
        1    0.002    0.002    0.276    0.276 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/create_demodf_knn.py:4(create_demographic_dfs)
        8    0.000    0.000    0.265    0.033 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:35(_get_strcols)
2133/2108    0.033    0.000    0.264    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:368(__init__)
        8    0.000    0.000    0.261    0.033 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:611(get_strcols)
        8    0.004    0.001    0.259    0.032 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:845(_get_strcols_without_index)
     4954    0.058    0.000    0.258    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:120(_take_nd_ndarray)
       16    0.001    0.000    0.251    0.016 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:255(_concat_managers_axis0)
      898    0.245    0.000    0.250    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:534(copy)
       83    0.001    0.000    0.250    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:3911(_take)
       83    0.001    0.000    0.246    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:929(take)
       79    0.007    0.000    0.228    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:747(<listcomp>)
      251    0.004    0.000    0.225    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:892(format_col)
    32002    0.212    0.000    0.212    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_linear_loss.py:170(l2_penalty)
    32173    0.035    0.000    0.207    0.000 {method 'all' of 'numpy.ndarray' objects}
       22    0.000    0.000    0.202    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/model_selection/_split.py:2532(train_test_split)
    64048    0.144    0.000    0.200    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/shape_base.py:23(atleast_1d)
     5485    0.007    0.000    0.195    0.000 {built-in method builtins.any}
       49    0.000    0.000    0.191    0.004 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:5110(drop)
        4    0.002    0.001    0.190    0.047 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/string.py:164(<listcomp>)
       56    0.000    0.000    0.189    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:3832(take)
      340    0.001    0.000    0.188    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1174(emit)
       66    0.000    0.000    0.187    0.003 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/model_selection/_split.py:2673(<genexpr>)
       88    0.000    0.000    0.187    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/__init__.py:284(_safe_indexing)
      252    0.019    0.000    0.187    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/managers.py:768(_slice_take_blocks_ax0)
       88    0.001    0.000    0.185    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/__init__.py:187(_pandas_indexing)
       22    0.001    0.000    0.181    0.008 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:987(handleError)
       22    0.001    0.000    0.176    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1533(precision_recall_fscore_support)
       11    0.002    0.000    0.175    0.016 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/preprocessing/_data.py:988(transform)
    32250    0.022    0.000    0.173    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/_methods.py:61(_all)
       11    0.000    0.000    0.168    0.015 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/train_model.py:40(__init__)
       11    0.000    0.000    0.168    0.015 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/train_model.py:16(__init__)
      725    0.167    0.000    0.167    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      276    0.002    0.000    0.164    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:4520(apply)
      276    0.001    0.000    0.161    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/apply.py:1010(apply)
    64015    0.047    0.000    0.160    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/lib/function_base.py:871(copy)
      276    0.007    0.000    0.157    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/apply.py:1061(apply_standard)
     2218    0.011    0.000    0.157    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:600(_pandas_dtype_needs_early_conversion)
43965/43888    0.030    0.000    0.155    0.000 {built-in method builtins.hasattr}
     2042    0.001    0.000    0.153    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:791(<genexpr>)
      546    0.006    0.000    0.152    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:3716(get_indexer)
      263    0.005    0.000    0.149    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1251(format_array)
      180    0.001    0.000    0.148    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/series.py:4988(drop)
       11    0.000    0.000    0.147    0.013 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_ranking.py:408(roc_auc_score)
      297    0.007    0.000    0.143    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/frame.py:3713(__getitem__)
    65155    0.141    0.000    0.141    0.000 {built-in method numpy.array}
      361    0.002    0.000    0.140    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:6130(dtypes)
     4205    0.009    0.000    0.139    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1244(is_bool_dtype)
      263    0.001    0.000    0.131    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1362(get_result)
      418    0.026    0.000    0.129    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/multiclass.py:223(type_of_target)
      110    0.002    0.000    0.127    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:57(_check_targets)
        1    0.002    0.002    0.126    0.126 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/preprocess.py:56(convert_yes_no_to_binary)
      229    0.004    0.000    0.113    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:6666(drop)
       66    0.002    0.000    0.111    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_base.py:410(decision_function)
       11    0.000    0.000    0.107    0.010 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/preprocessing/_data.py:814(fit)
      501    0.004    0.000    0.105    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/concat.py:572(_concatenate_join_units)
       22    0.000    0.000    0.105    0.005 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:181(print_stack)
       11    0.000    0.000    0.101    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:1973(precision_score)
       22    0.002    0.000    0.099    0.005 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:395(multilabel_confusion_matrix)
       11    0.001    0.000    0.098    0.009 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/preprocessing/_data.py:841(partial_fit)
       22    0.001    0.000    0.097    0.004 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/traceback.py:19(print_list)
      271    0.001    0.000    0.091    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexes/base.py:5839(get_indexer_for)
       11    0.000    0.000    0.089    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_logistic.py:1348(predict_proba)
       11    0.000    0.000    0.089    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_base.py:459(_predict_proba_lr)
       44    0.001    0.000    0.088    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:630(_validate_params)
       66    0.000    0.000    0.088    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1613(_format_strings)
       66    0.007    0.000    0.087    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1514(get_result_as_array)
      620    0.001    0.000    0.087    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/accessor.py:220(__get__)
      616    0.001    0.000    0.086    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/arrays/sparse/accessor.py:29(__init__)
       55    0.001    0.000    0.085    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/base.py:680(score)
       11    0.000    0.000    0.085    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_optimize.py:244(_prepare_scalar_function)
       11    0.000    0.000    0.084    0.008 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/scipy/optimize/_differentiable_functions.py:86(__init__)
      176    0.001    0.000    0.083    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/arrays/sparse/accessor.py:231(_validate)
       22    0.000    0.000    0.083    0.004 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:1020(check_X_y)
146670/136595    0.072    0.000    0.079    0.000 {built-in method builtins.len}
     4954    0.023    0.000    0.078    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/array_algos/take.py:564(_take_preprocess_indexer_and_fill_value)
  121/110    0.006    0.000    0.077    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/_param_validation.py:26(validate_parameter_constraints)
      303    0.004    0.000    0.076    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/indexing.py:1089(__getitem__)
       66    0.001    0.000    0.075    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1539(format_values_with)
       11    0.000    0.000    0.075    0.007 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/metrics/_classification.py:2144(recall_score)
     1479    0.018    0.000    0.074    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/construction.py:494(sanitize_array)
    32002    0.070    0.000    0.070    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/linear_model/_linear_loss.py:99(weight_intercept)
      680    0.002    0.000    0.069    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:914(format)
     3406    0.008    0.000    0.068    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:625(na_value_for_dtype)
142364/141995    0.048    0.000    0.067    0.000 {built-in method numpy.asarray}
      680    0.012    0.000    0.066    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:651(format)
8864/8826    0.019    0.000    0.066    0.000 {built-in method builtins.all}
     2850    0.005    0.000    0.065    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/internals/blocks.py:192(fill_value)
2817/2729    0.007    0.000    0.064    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:5975(__getattr__)
        1    0.000    0.000    0.064    0.064 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/data_loading.py:4(load_datasets)
        2    0.000    0.000    0.064    0.032 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/parsers/readers.py:814(read_csv)
        2    0.000    0.000    0.063    0.032 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/parsers/readers.py:540(_read)
       27    0.000    0.000    0.062    0.002 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/core/generic.py:3940(_take_with_is_copy)
      407    0.002    0.000    0.061    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/sklearn/utils/validation.py:1192(column_or_1d)
    65493    0.061    0.000    0.061    0.000 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
       66    0.001    0.000    0.060    0.001 /Users/richeyjay/Desktop/Relapse_Pipeline/env/lib/python3.8/site-packages/pandas/io/formats/format.py:1986(_trim_zeros_float)
       11    0.001    0.000    0.059    0.005 /Users/richeyjay/Desktop/Relapse_Pipeline/env/src/train_model.py:85(find_best_threshold)
    32783    0.058    0.000    0.058    0.000 {method 'astype' of 'numpy.ndarray' objects}
