global_seed,Outcome Type,Outcome Name,Pre-processing script name,Model script name,Demog Comparison,Prop(Demog),TP,TN,FP,FN,Accuracy,Precision,Recall,F1,ROC AUC Score
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 239 3, 162 2, 99 4",26,114,77,33,0.56,0.7755102040816326,0.5968586387434555,0.6745562130177514,0.5655337651965568
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 216 3, 146 2, 88 4",32,114,83,21,0.584,0.8444444444444444,0.5786802030456852,0.6867469879518073,0.6200555502346519
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 190 3, 137 2, 73 4",31,102,98,19,0.532,0.8429752066115702,0.51,0.6355140186915887,0.6047
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 169 3, 116 2, 65 4",45,91,106,8,0.544,0.9191919191919192,0.4619289340101523,0.6148648648648648,0.7064457427449478
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 147 3, 97 2, 56 4",35,138,48,29,0.692,0.8263473053892215,0.7419354838709677,0.7818696883852692,0.699260752688172
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 125 3, 79 2, 46 4",36,131,62,21,0.668,0.8618421052631579,0.6787564766839378,0.7594202898550725,0.6840287246613944
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 101 3, 68 2, 31 4",35,111,86,18,0.584,0.8604651162790697,0.5634517766497462,0.6809815950920246,0.6510870606263767
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 78 3, 49 2, 23 4",37,123,61,29,0.64,0.8092105263157895,0.6684782608695652,0.7321428571428571,0.6592555994729907
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 55 3, 31 2, 14 4",38,122,71,19,0.64,0.8652482269503546,0.6321243523316062,0.7305389221556886,0.6783019725479502
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 28 3, 14 2, 8 4",45,120,62,23,0.66,0.8391608391608392,0.6593406593406593,0.7384615384615386,0.6969133807369101
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,34,125,65,26,0.636,0.8278145695364238,0.6578947368421053,0.7331378299120235,0.6390350877192982
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 249 3, 153 2, 98 4",32,114,77,27,0.584,0.8085106382978723,0.5968586387434555,0.6867469879518072,0.5947289022983406
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 226 3, 133 2, 91 4",36,85,112,17,0.484,0.8333333333333334,0.43147208121827413,0.5685618729096991,0.6092328321042045
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 201 3, 121 2, 78 4",33,123,61,33,0.624,0.7884615384615384,0.6684782608695652,0.7235294117647058,0.6127305665349143
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 174 3, 106 2, 70 4",31,93,107,19,0.496,0.8303571428571429,0.465,0.5961538461538461,0.5976
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 152 3, 91 2, 57 4",26,120,64,40,0.584,0.75,0.6521739130434783,0.6976744186046512,0.5847332015810276
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 131 3, 72 2, 47 4",39,123,57,31,0.648,0.7987012987012987,0.6833333333333333,0.7365269461077845,0.6436507936507936
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 105 3, 56 2, 39 4",32,127,50,41,0.636,0.7559523809523809,0.7175141242937854,0.736231884057971,0.6360188839873075
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 80 3, 40 2, 30 4",37,114,74,25,0.604,0.8201438848920863,0.6063829787234043,0.6972477064220184,0.6164207275223061
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 48 3, 32 2, 20 4",41,128,52,29,0.676,0.8152866242038217,0.7111111111111111,0.7596439169139466,0.7093650793650794
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 25 3, 13 2, 12 4",39,119,62,30,0.632,0.7986577181208053,0.6574585635359116,0.7212121212121212,0.654976379213708
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,34,132,49,35,0.664,0.7904191616766467,0.7292817679558011,0.7586206896551725,0.6332772840099288
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 242 3, 158 2, 100 4",25,136,45,44,0.644,0.7555555555555555,0.7513812154696132,0.7534626038781165,0.6172631916086155
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 213 3, 147 2, 90 4",37,103,91,19,0.56,0.8442622950819673,0.5309278350515464,0.6518987341772152,0.6292341678939617
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 188 3, 136 2, 76 4",37,74,129,10,0.444,0.8809523809523809,0.3645320197044335,0.5156794425087108,0.5848443559375327
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 164 3, 120 2, 66 4",26,134,58,32,0.64,0.8072289156626506,0.6979166666666666,0.7486033519553071,0.6463721264367815
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 142 3, 104 2, 54 4",29,119,81,21,0.592,0.85,0.595,0.7,0.6001
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 114 3, 88 2, 48 4",26,120,72,32,0.584,0.7894736842105263,0.625,0.6976744186046512,0.5644755747126436
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 87 3, 71 2, 42 4",35,113,89,13,0.592,0.8968253968253969,0.5594059405940595,0.6890243902439026,0.6579001650165017
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 66 3, 53 2, 31 4",36,114,79,21,0.6,0.8444444444444444,0.5906735751295337,0.6951219512195121,0.6785746750295428
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 45 3, 34 2, 21 4",39,110,85,16,0.596,0.873015873015873,0.5641025641025641,0.6853582554517134,0.6780419580419581
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 24 3, 13 2, 13 4",36,110,90,14,0.584,0.8870967741935484,0.55,0.6790123456790124,0.6705
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,34,132,61,23,0.664,0.8516129032258064,0.6839378238341969,0.7586206896551724,0.6751204435960367
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 239 3, 162 2, 99 4",26,114,77,33,0.56,0.7755102040816326,0.5968586387434555,0.6745562130177514,0.5655337651965568
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 216 3, 146 2, 88 4",32,114,83,21,0.584,0.8444444444444444,0.5786802030456852,0.6867469879518073,0.6200555502346519
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 190 3, 137 2, 73 4",31,102,98,19,0.532,0.8429752066115702,0.51,0.6355140186915887,0.6047
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 169 3, 116 2, 65 4",45,91,106,8,0.544,0.9191919191919192,0.4619289340101523,0.6148648648648648,0.7064457427449478
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 147 3, 97 2, 56 4",35,138,48,29,0.692,0.8263473053892215,0.7419354838709677,0.7818696883852692,0.699260752688172
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 125 3, 79 2, 46 4",36,131,62,21,0.668,0.8618421052631579,0.6787564766839378,0.7594202898550725,0.6840287246613944
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 101 3, 68 2, 31 4",35,111,86,18,0.584,0.8604651162790697,0.5634517766497462,0.6809815950920246,0.6510870606263767
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 78 3, 49 2, 23 4",37,123,61,29,0.64,0.8092105263157895,0.6684782608695652,0.7321428571428571,0.6592555994729907
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 55 3, 31 2, 14 4",38,122,71,19,0.64,0.8652482269503546,0.6321243523316062,0.7305389221556886,0.6783019725479502
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 28 3, 14 2, 8 4",45,120,62,23,0.66,0.8391608391608392,0.6593406593406593,0.7384615384615386,0.6969133807369101
1,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,34,125,65,26,0.636,0.8278145695364238,0.6578947368421053,0.7331378299120235,0.6390350877192982
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 249 3, 153 2, 98 4",32,114,77,27,0.584,0.8085106382978723,0.5968586387434555,0.6867469879518072,0.5947289022983406
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 226 3, 133 2, 91 4",36,85,112,17,0.484,0.8333333333333334,0.43147208121827413,0.5685618729096991,0.6092328321042045
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 201 3, 121 2, 78 4",33,123,61,33,0.624,0.7884615384615384,0.6684782608695652,0.7235294117647058,0.6127305665349143
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 174 3, 106 2, 70 4",31,93,107,19,0.496,0.8303571428571429,0.465,0.5961538461538461,0.5976
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 152 3, 91 2, 57 4",26,120,64,40,0.584,0.75,0.6521739130434783,0.6976744186046512,0.5847332015810276
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 131 3, 72 2, 47 4",39,123,57,31,0.648,0.7987012987012987,0.6833333333333333,0.7365269461077845,0.6436507936507936
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 105 3, 56 2, 39 4",32,127,50,41,0.636,0.7559523809523809,0.7175141242937854,0.736231884057971,0.6360188839873075
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 80 3, 40 2, 30 4",37,114,74,25,0.604,0.8201438848920863,0.6063829787234043,0.6972477064220184,0.6164207275223061
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 48 3, 32 2, 20 4",41,128,52,29,0.676,0.8152866242038217,0.7111111111111111,0.7596439169139466,0.7093650793650794
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 25 3, 13 2, 12 4",39,119,62,30,0.632,0.7986577181208053,0.6574585635359116,0.7212121212121212,0.654976379213708
23,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,34,132,49,35,0.664,0.7904191616766467,0.7292817679558011,0.7586206896551725,0.6332772840099288
