global_seed,Outcome Type,Outcome Name,Pre-processing script name,Model script name,Demog Comparison,Prop(Demog),TP,TN,FP,FN,Accuracy,Precision,Recall,F1,ROC AUC Score
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 242 3, 158 2, 100 4",25,136,45,44,0.644,0.7555555555555555,0.7513812154696132,0.7534626038781165,0.6172631916086155
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 213 3, 147 2, 90 4",39,112,79,20,0.604,0.8484848484848485,0.5863874345549738,0.6934984520123839,0.6381222823675571
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 188 3, 136 2, 76 4",37,94,106,13,0.524,0.8785046728971962,0.47,0.6123778501628664,0.5987
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 164 3, 120 2, 66 4",26,132,62,30,0.632,0.8148148148148148,0.6804123711340206,0.7415730337078653,0.6466310751104567
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 142 3, 104 2, 54 4",27,111,90,22,0.552,0.8345864661654135,0.5522388059701493,0.6646706586826348,0.610924967001726
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 114 3, 88 2, 48 4",27,138,50,35,0.66,0.7976878612716763,0.7340425531914894,0.7645429362880887,0.6103294440631434
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 87 3, 71 2, 42 4",38,120,76,16,0.632,0.8823529411764706,0.6122448979591837,0.7228915662650602,0.6626039304610732
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 66 3, 53 2, 31 4",36,115,82,17,0.604,0.8712121212121212,0.583756345177665,0.6990881458966566,0.6847045302174122
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 45 3, 34 2, 21 4",34,119,76,21,0.612,0.85,0.6102564102564103,0.7104477611940299,0.7207459207459208
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 24 3, 13 2, 13 4",30,112,94,14,0.568,0.8888888888888888,0.5436893203883495,0.6746987951807228,0.696270962047661
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,34,138,52,26,0.688,0.8414634146341463,0.7263157894736842,0.7796610169491526,0.697982456140351
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 248 3, 153 2, 99 4",30,89,113,18,0.476,0.8317757009345794,0.4405940594059406,0.576051779935275,0.5732260726072607
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 221 3, 140 2, 89 4",37,122,67,24,0.636,0.8356164383561644,0.6455026455026455,0.728358208955224,0.6413392315031661
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 195 3, 123 2, 82 4",37,111,76,26,0.592,0.8102189781021898,0.5935828877005348,0.6851851851851851,0.645021645021645
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 169 3, 108 2, 73 4",38,110,79,23,0.592,0.8270676691729323,0.582010582010582,0.6832298136645962,0.6204354237141123
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 145 3, 93 2, 62 4",38,106,83,23,0.576,0.8217054263565892,0.5608465608465608,0.6666666666666666,0.6305837453378438
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 126 3, 73 2, 51 4",39,96,99,16,0.54,0.8571428571428571,0.49230769230769234,0.6254071661237784,0.6303962703962704
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 104 3, 59 2, 37 4",41,116,82,11,0.628,0.9133858267716536,0.5858585858585859,0.7138461538461539,0.732905982905983
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 77 3, 46 2, 27 4",35,132,55,28,0.668,0.825,0.7058823529411765,0.7608069164265131,0.6762583821407352
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 50 3, 32 2, 18 4",29,137,45,39,0.664,0.7784090909090909,0.7527472527472527,0.7653631284916201,0.6220911441499676
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 25 3, 16 2, 9 4",41,115,72,22,0.624,0.8394160583941606,0.6149732620320856,0.7098765432098766,0.6902639843816314
4,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,36,132,52,30,0.672,0.8148148148148148,0.717391304347826,0.7630057803468208,0.6569499341238472
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 242 3, 158 2, 100 4",25,136,45,44,0.644,0.7555555555555555,0.7513812154696132,0.7534626038781165,0.6172631916086155
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 213 3, 147 2, 90 4",39,112,79,20,0.604,0.8484848484848485,0.5863874345549738,0.6934984520123839,0.6381222823675571
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 188 3, 136 2, 76 4",37,94,106,13,0.524,0.8785046728971962,0.47,0.6123778501628664,0.5987
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 164 3, 120 2, 66 4",26,132,62,30,0.632,0.8148148148148148,0.6804123711340206,0.7415730337078653,0.6466310751104567
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 142 3, 104 2, 54 4",27,111,90,22,0.552,0.8345864661654135,0.5522388059701493,0.6646706586826348,0.610924967001726
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 114 3, 88 2, 48 4",27,138,50,35,0.66,0.7976878612716763,0.7340425531914894,0.7645429362880887,0.6103294440631434
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 87 3, 71 2, 42 4",38,120,76,16,0.632,0.8823529411764706,0.6122448979591837,0.7228915662650602,0.6626039304610732
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 66 3, 53 2, 31 4",36,115,82,17,0.604,0.8712121212121212,0.583756345177665,0.6990881458966566,0.6847045302174122
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 45 3, 34 2, 21 4",34,119,76,21,0.612,0.85,0.6102564102564103,0.7104477611940299,0.7207459207459208
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 24 3, 13 2, 13 4",30,112,94,14,0.568,0.8888888888888888,0.5436893203883495,0.6746987951807228,0.696270962047661
2,Binary,ctn0094_relapse_event,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,34,138,52,26,0.688,0.8414634146341463,0.7263157894736842,0.7796610169491526,0.697982456140351
