global_seed,Outcome Type,Outcome Name,Pre-processing script name,Model script name,Demog Comparison,Prop(Demog),TP,TN,FP,FN,Accuracy,Precision,Recall,F1,ROC AUC Score
1,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 78 3, 49 2, 23 4",156,6,6,82,0.648,0.06818181818181818,0.5,0.12000000000000001,0.6383053221288515
1,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 55 3, 31 2, 14 4",146,10,2,92,0.624,0.09803921568627451,0.8333333333333334,0.17543859649122806,0.8175770308123249
1,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 28 3, 14 2, 8 4",176,9,8,57,0.74,0.13636363636363635,0.5294117647058824,0.21686746987951808,0.7106791214339814
1,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,187,7,9,47,0.776,0.12962962962962962,0.4375,0.19999999999999998,0.6634615384615385
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 249 3, 153 2, 98 4",164,6,6,74,0.68,0.075,0.5,0.13043478260869565,0.5994397759103642
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 226 3, 133 2, 91 4",172,7,5,66,0.716,0.0958904109589041,0.5833333333333334,0.16470588235294117,0.6638655462184875
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 201 3, 121 2, 78 4",175,7,8,60,0.728,0.1044776119402985,0.4666666666666667,0.17073170731707318,0.6675177304964539
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 174 3, 106 2, 70 4",127,7,2,114,0.536,0.05785123966942149,0.7777777777777778,0.10769230769230768,0.7344398340248962
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 152 3, 91 2, 57 4",186,4,10,50,0.76,0.07407407407407407,0.2857142857142857,0.11764705882352941,0.6147094430992737
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 131 3, 72 2, 47 4",161,9,4,76,0.68,0.10588235294117647,0.6923076923076923,0.1836734693877551,0.7468354430379747
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 105 3, 56 2, 39 4",183,8,8,51,0.764,0.13559322033898305,0.5,0.21333333333333335,0.6335470085470086
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 80 3, 40 2, 30 4",163,6,3,78,0.676,0.07142857142857142,0.6666666666666666,0.12903225806451613,0.6657445827570309
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 48 3, 32 2, 20 4",173,5,6,66,0.712,0.07042253521126761,0.45454545454545453,0.12195121951219513,0.6211487257512361
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 25 3, 13 2, 12 4",167,8,5,70,0.7,0.10256410256410256,0.6153846153846154,0.17582417582417584,0.6867900032456994
23,Binary,Ab_krupitskyA_2011,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,197,2,16,35,0.796,0.05405405405405406,0.1111111111111111,0.07272727272727272,0.45330459770114945
