global_seed,Outcome Type,Outcome Name,Pre-processing script name,Model script name,Demog Comparison,Prop(Demog),TP,TN,FP,FN,Accuracy,Precision,Recall,F1,ROC AUC Score
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 248 3, 153 2, 99 4",75,82,25,68,0.628,0.5466666666666666,0.7663551401869159,0.6381322957198443,0.6501282051282051
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 195 3, 123 2, 82 4",81,75,59,35,0.624,0.6818181818181818,0.5597014925373134,0.6147540983606556,0.6677684879123728
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 145 3, 93 2, 62 4",56,90,30,74,0.584,0.5487804878048781,0.75,0.6338028169014085,0.6296082949308756
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 104 3, 59 2, 37 4",57,91,27,75,0.592,0.5481927710843374,0.7711864406779662,0.6408450704225352,0.6554089026915113
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 50 3, 32 2, 18 4",71,82,49,48,0.612,0.6307692307692307,0.6259541984732825,0.628352490421456,0.6199243056001026
23,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,67,86,50,47,0.612,0.6466165413533834,0.6323529411764706,0.6394052044609666,0.6296746926229507
23,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 226 3, 133 2, 91 4",88,68,64,30,0.624,0.6938775510204082,0.5151515151515151,0.5913043478260871,0.6501948051948051
23,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 174 3, 106 2, 70 4",65,80,38,67,0.58,0.54421768707483,0.6779661016949152,0.6037735849056604,0.6723199999999999
23,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 131 3, 72 2, 47 4",53,90,38,69,0.572,0.5660377358490566,0.703125,0.6271777003484321,0.6243448637316562
23,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 80 3, 40 2, 30 4",75,79,60,36,0.616,0.6869565217391305,0.5683453237410072,0.6220472440944883,0.6889643463497453
23,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 25 3, 13 2, 12 4",70,81,65,34,0.604,0.7043478260869566,0.5547945205479452,0.6206896551724137,0.6333333333333333
5686,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 234 3, 162 2, 104 4",73,60,83,34,0.532,0.6382978723404256,0.4195804195804196,0.5063291139240507,0.6441600000000001
5686,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 178 3, 137 2, 85 4",72,75,66,37,0.588,0.6696428571428571,0.5319148936170213,0.592885375494071,0.700398867730314
5686,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 143 3, 99 2, 58 4",75,57,91,27,0.528,0.6785714285714286,0.38513513513513514,0.49137931034482757,0.6282349896480331
5686,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 94 3, 68 2, 38 4",78,59,87,26,0.548,0.6941176470588235,0.4041095890410959,0.5108225108225107,0.6218541345659989
5686,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 50 3, 35 2, 15 4",63,85,57,45,0.592,0.6538461538461539,0.5985915492957746,0.625,0.6315927063590615
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,70,88,53,39,0.632,0.6929133858267716,0.624113475177305,0.6567164179104477,0.6540095418600089
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 221 3, 140 2, 89 4",66,86,34,64,0.608,0.5733333333333334,0.7166666666666667,0.6370370370370371,0.6744724652599073
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 169 3, 108 2, 73 4",78,65,74,33,0.572,0.6632653061224489,0.4676258992805755,0.5485232067510548,0.6412179487179487
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 126 3, 73 2, 51 4",61,79,47,63,0.56,0.5563380281690141,0.626984126984127,0.5895522388059703,0.6438751926040062
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 77 3, 46 2, 27 4",71,85,53,41,0.624,0.6746031746031746,0.6159420289855072,0.6439393939393939,0.6583488357174931
4,Binary,Rd_kostenB_1993,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 25 3, 16 2, 9 4",59,82,49,60,0.564,0.5774647887323944,0.6259541984732825,0.6007326007326008,0.6741486068111455
