global_seed,Outcome Type,Outcome Name,Pre-processing script name,Model script name,Demog Comparison,Prop(Demog),TP,TN,FP,FN,Precision,Accuracy,Recall,F1
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"500 1, 238 3, 165 2, 97 4",71,73,51,55,0.5703125,0.576,0.5887096774193549,0.5793650793650793
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"550 1, 219 3, 143 2, 88 4",84,60,79,27,0.6896551724137931,0.576,0.4316546762589928,0.5309734513274336
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"600 1, 200 3, 125 2, 75 4",75,64,69,42,0.6037735849056604,0.556,0.48120300751879697,0.5355648535564854
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"650 1, 175 3, 109 2, 66 4",73,88,41,48,0.6470588235294118,0.644,0.6821705426356589,0.6641509433962264
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"700 1, 150 3, 94 2, 56 4",61,84,46,59,0.5874125874125874,0.58,0.6461538461538462,0.6153846153846153
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"750 1, 125 3, 81 2, 44 4",73,80,50,47,0.6299212598425197,0.612,0.6153846153846154,0.622568093385214
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"800 1, 100 3, 64 2, 36 4",76,76,61,37,0.672566371681416,0.608,0.5547445255474452,0.6080000000000001
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"850 1, 72 3, 46 2, 32 4",62,89,40,59,0.6013513513513513,0.604,0.689922480620155,0.6425992779783394
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"900 1, 49 3, 31 2, 20 4",56,91,37,66,0.5796178343949044,0.588,0.7109375,0.6385964912280702
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,"950 1, 22 3, 17 2, 11 4",72,86,52,40,0.6825396825396826,0.632,0.6231884057971014,0.6515151515151516
1722635780,Binary,,pipeline 7-2024,TBD,Race: non hispanic white vs minority,1000 1,76,75,72,27,0.7352941176470589,0.604,0.5102040816326531,0.6024096385542169
